id,containerNumber,shipmentId
c4dc78e0-c3d6-4acc-ab78-2375470cf14f,EGLU370683789,76601560-5fe7-4f02-af55-cc4f317cf79f
50f8d123-b8ed-45a6-ab2e-b69db4da2166,EGLU996000030,76601560-5fe7-4f02-af55-cc4f317cf79f
51f5c0c5-ab41-41b1-a477-d910e797fa1c,EGLU794375469,76601560-5fe7-4f02-af55-cc4f317cf79f
50d4f4e8-7fca-4eed-b5bd-4080099f0f71,EGLU147682510,76601560-5fe7-4f02-af55-cc4f317cf79f
0cdd7872-cc2d-4420-9f44-82bf8c7f2380,EGLU162497707,76601560-5fe7-4f02-af55-cc4f317cf79f
c2f68ddc-b6b9-4f72-ac04-3c2c5eff4eec,EGLU426122954,76601560-5fe7-4f02-af55-cc4f317cf79f
633591fa-ea81-4f13-9716-4e3f7e014585,MSCU120090041,67ac8d9c-abb0-43f3-bcab-6a4284f9dd38
0613576e-0177-4987-ad77-5964944575df,MSCU950281892,67ac8d9c-abb0-43f3-bcab-6a4284f9dd38
465734be-c979-4b85-9b0e-4f89108cb329,MSCU492152756,67ac8d9c-abb0-43f3-bcab-6a4284f9dd38
b8a965cd-4a51-4dac-ac8a-9160835ce204,MSCU973041910,67ac8d9c-abb0-43f3-bcab-6a4284f9dd38
a67d196e-ed79-4e56-bb87-8a6dadebbf79,MSCU803851087,6a94e133-181e-4d0b-9ed9-cf583a51d348
b988e89d-14bf-4a6c-b101-9d86cb27d565,MSCU681810924,6a94e133-181e-4d0b-9ed9-cf583a51d348
d3c880c1-b56d-4ce1-a69e-2cb9b4a210a6,MSCU867251651,6a94e133-181e-4d0b-9ed9-cf583a51d348
b4087e78-5a2a-45a9-9d3b-c16837a40f57,MSCU768004665,6a94e133-181e-4d0b-9ed9-cf583a51d348
dcc89cb4-3114-43c9-b03b-f49b46ca335d,MSCU724329835,6a94e133-181e-4d0b-9ed9-cf583a51d348
b80acf5f-9cf5-4dc6-add0-70bce2f8c7b3,MSCU286056924,6a94e133-181e-4d0b-9ed9-cf583a51d348
54003bea-0167-4caf-ac92-6a02899df461,MSCU901564472,6a94e133-181e-4d0b-9ed9-cf583a51d348
064a78fc-eea2-4baf-b17a-b3e56e00d63c,MSCU585170557,6a94e133-181e-4d0b-9ed9-cf583a51d348
fcb72e18-5a19-46de-a859-6f55a931bba2,MSCU530337918,29016df7-60fc-47e6-a49c-3a72d6a39914
42e03bd3-2e15-42f0-b151-ed1f851c4948,MSCU996765558,29016df7-60fc-47e6-a49c-3a72d6a39914
7daf8e44-19f7-41e0-8916-48287b9869df,MSCU157745447,29016df7-60fc-47e6-a49c-3a72d6a39914
f0b64b2d-3db6-4e1d-936f-176498c032a3,MSCU684881884,29016df7-60fc-47e6-a49c-3a72d6a39914
2e532532-b13f-4cc8-9543-da70fcfa6c73,EGLU714957620,dd5c0110-c1db-43bb-a73c-06c477005e4b
cac752de-99cd-49e4-b00c-dffa1ce97c98,EGLU652652946,dd5c0110-c1db-43bb-a73c-06c477005e4b
95dc9339-9671-4899-a913-592a8f9ab481,EGLU222848526,dd5c0110-c1db-43bb-a73c-06c477005e4b
4eadd4b5-c1ef-41da-a338-383f586cb6de,EGLU169836642,dd5c0110-c1db-43bb-a73c-06c477005e4b
4c17bd62-a5e3-4161-b48b-8927ddbbea90,EGLU333579040,dd5c0110-c1db-43bb-a73c-06c477005e4b
8c403545-8131-428e-8e50-6e8e6fdbb591,EGLU566653495,dd5c0110-c1db-43bb-a73c-06c477005e4b
316a646f-c867-4160-80bc-022e5a06a82d,EGLU740530335,dd5c0110-c1db-43bb-a73c-06c477005e4b
f782eedf-8109-4b01-8ffe-a1ba37866b86,EGLU821229696,dd5c0110-c1db-43bb-a73c-06c477005e4b
7386efac-9e44-47bf-9327-96a947484e35,EGLU130788267,dd5c0110-c1db-43bb-a73c-06c477005e4b
ba1db5f3-683e-49c1-b8ce-1ca74603114b,EGLU286176949,dd5c0110-c1db-43bb-a73c-06c477005e4b
2f5ade49-91ff-45f1-89e0-0eaee78b8aff,MSCU586494912,7aa88a8b-639b-4d86-bef9-01d5176d9e3a
98bf4b8a-1e5a-496b-aee5-dea4eb41aeb0,MSCU922821825,7aa88a8b-639b-4d86-bef9-01d5176d9e3a
42a88667-de03-459b-87f3-a8509850f12e,MSCU382822978,b9477f0c-b1fe-4402-ab3e-8c6a85b1dffc
c9f53991-63b6-4b49-87d9-077562637800,MSCU770442043,b9477f0c-b1fe-4402-ab3e-8c6a85b1dffc
0cd3a7fd-4f43-488a-8393-a438b5801961,MSCU139119833,00d255e0-56f7-4e2b-bb0c-b009f56a3164
57d9739f-5cdd-48c3-b112-0d6d80bcad2c,MSCU399105827,00d255e0-56f7-4e2b-bb0c-b009f56a3164
ae28e518-b686-464f-8ded-63de724d9807,MSCU236588326,00d255e0-56f7-4e2b-bb0c-b009f56a3164
17c32653-b263-4c98-94ea-d13744c44104,EGLU845562787,ca4e2783-abaf-4925-b2c4-1bae63fb0474
84b3d162-b436-4ada-96b2-deca4acfae1c,EGLU628635097,ca4e2783-abaf-4925-b2c4-1bae63fb0474
c1852fe1-b867-4de9-9b37-e2d0328598e0,EGLU143361803,ca4e2783-abaf-4925-b2c4-1bae63fb0474
d270158d-88a9-4773-882d-52c81eb48b90,EGLU320610473,ca4e2783-abaf-4925-b2c4-1bae63fb0474
7e81c376-8926-4e5a-902d-785c5c410710,EGLU826314841,ca4e2783-abaf-4925-b2c4-1bae63fb0474
f09e68ff-d200-4656-a951-99fddc638b59,EGLU167542883,30e0aba5-52ff-47ef-8cfc-8a2605c8177b
f5b81c4f-d92b-402c-94bc-9b6056a4ad3c,EGLU899251157,30e0aba5-52ff-47ef-8cfc-8a2605c8177b
941e3f15-c353-4c76-ac09-793ed0ce61d4,EGLU240249473,30e0aba5-52ff-47ef-8cfc-8a2605c8177b
25bf33c3-1f9c-4fa6-be17-fd9e241c0a9f,EGLU996219285,98dc94ba-0693-4165-bf5a-97a1ce708325
5aa8a5ec-3761-4d8d-8fc2-6c538cec6021,EGLU691823139,98dc94ba-0693-4165-bf5a-97a1ce708325
7f84bc0e-9a6c-454f-aa74-fac7967b6fab,EGLU218147648,f2722220-f56b-43c7-a165-ceccdfeed6a3
